O O O O O O O O O O O O	Slept through the night for the first time in a long time
O O O O O	Playing catch up ! URL
O O O O O O O O O O O O O O O O	This is what happens when you don't sleep ladies and gentlemen . 👏 🏼 👏 🏼
O O O O O O O O O O	@USER Grammys are tomorrow not Oscars ! I've see 3
O O O O O O O O O O O O O O O O O O O O O O O O O O O	THANKS FOR ALL THE ADVICE . I'M PREGNANT AND YOU'RE CLEARLY A TRAINED MIDWIFE OR DOCTOR . I APPRECIATE YOU THINKING SO I DON'T HAVE TO .
O O O O O O O	@USER @USER Ray stop stealing people's phones
O O O O O O	@USER thanks Liya 😘 😘 😘
O O O O O O O O O O O O O O O O	Gotta get back on my shit , looking for a two bedroom apt ... 🕵 🏡
O O O O O O O O O O O O	Anybody know any good places to get a pits ears cut ?
O O O O O	Such a relatable convo URL
O O O O	mama & princess URL
O O O O O O O	@USER You are very welcome ! :D
O O O O O O O O O O	so glad im off i had a long fucking day
O O O O O O O O O O	I hate waking back up from a Deep sleep 🔨
O O O O O O O O O O O O O	All I do is eat and sleep now smh . I'm so exhausted
O O O	Fake promises .
O O O O O O O O	Literally about to lose my mind today .
O	URL
O O O O O O O O O	WHITE LACE DRESS + AN UPDATE URL on @USER
O O O O O O O O O	My cloth diaper stash is growing ! ! URL
O O O O O O O O O O O O O O O O O O O O	man i wish my mom was still alive so bad i'm in need of a full time friend / supporter
O O O O O O O O O O O O	@USER yes . That's npr . 88.5 is our NPR station .
O O	Schoooool 📚
O O O O O O O O O O O O O	My bae a be so mad but it's so 💯 😂 😂 URL
O O O O O O O O	Homiee needs to get to the house .
O O O O O O O O O O O O O O O O O O O O O	He cool is as butter to these females . Lets see if that tone changes when scrappys on the scene ;)
O O O O O O O O O O O O O O O O O O	How about Baked Lemon Pepper Chicken & Rice for an easy , delicious and healthy dinner … URL
O O O O O O O O O O O O O O	# chillpill # dead 😂 😂 😂 # HealthDesigns # doitforthevine # YOUKNOWYOULOVEUS URL
O O O O O O	I had a change of heart
O O O O O O O O O O O O O O O O O	I hate hospitals . I don't want to be here for 9 weeks 😖 😞 😣 URL
O O O O O O O O	Today chill night with them 💕 ❤ ️
O O O O O O O O O O	1st school picture was a sucess ! # preschool URL
O O O O O O O O O O O O	Because I was messing around and ended up like it . URL
O O O O O O O O O O O O O O O O O O O O O	I think Greg and I have bought pretty much everything we need for life with a baby ! 🙉 👶 💙
O O O O O O O O O O O O O O O O O O O O	to everyone doing something fun , at a concert or on vacation , on the beach ... i hate u
O O O O O O O O O O O O O O O O O O O O O O	get pissed off everytime i think about this shit . bitches is trifling & give no fucks ! shit is disgusting .
O O O	my shit URL
O O O O O O O O	Why can't isis just leave us alone damn
O O O O O O O O O O O O O O O O O O O O O O O O	@USER have you heard of Purple Aki ? I'm just watching about him now . I thought it was a joke at first !
O	URL
O O O	Merry f'n Christmas
O O O O O O O O O O O O	@USER I'm off Monday yippeeee hope your off too ! ! Xx
O O O O O O O O O O O O O O	my dad literally mixes a whole bunch of food together & calls it breakfast
O O O O O O O	@USER Yay I Won't Feel Fat !
O O O O O	Don't need problems right now
O O O O O O O O O O O O O O O O O O O O O O	Multiple photoshoot options for my maternity shoot , gosh I can't wait until I have my baby to do regular shoots .
O O O O O	I painted Adelyn's toes 🙊
O O O	Rt . URL
O O	Awwwww Zoe
O O O O O O O O O O O O O O O O	And sing on the top of your lungs because that song speaks to your soul .
O O O	# Frohead URL
O O O O O O O O O O O O O O O O O O O O O O O	i literally write down any advice you give i look u ... — omg that is so sweet thank u ❤ ️ URL
O O O O O O O O O O O O O O O O O O	“ @USER : Finna go to my new school ” Have A Good Day ! ☺ ️ 😘
O O O O O O O O O O O O O O O O O	are you ever gonna come back — to visit maybe , and for my baby shower URL
O O O O	@USER I'm uncomfortable .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	My dad wakes me up for the dumbest shit ever sometimes , he'll be like I need help & it'll be to help him find something on his phone 😑
O O O	# NewProfilePic URL
O O O O O O O O	I need a outfit for tonight 🙃 🙃
O O O O O O O O O O O O O O O	@USER @USER @USER Glad you guys like it . Cats ! Who knew ? =)
O O O O O O O O O O O O O O O	@USER showing off our Lolita Cameos & Bird Skull Plugs ! Available at URL URL
O O O O	It's Half Priced ..
O O O O O O O O O O	I seriously have no appetite and I hate it .
O O O O O O O O O O O	I have mega itchy feet ! ! 💢 💥 🔥 👣
O O O O O O O	I called him head doctor 😍 😍
O O O O O O O O O O	But I think I just gotta fall back 😔 😒
O O O O O O O O O O O O O O O O O O O O O O O O	city link seem to think i have unlimited hours to wait and money to keep calling . feel my pregnancy hormones , shitbags .
O O O O O O O O O O O O O O O O O O O O O O	I'm trying so hard not to curse my grandma ass tf out ... She need to take her ass home bruh fr
O O O O O O O O O O O O	These socks with aloe are my life right now . So comfy
O O O O O O O O O O O O O O O O O O O O	Pearl Party Launch ! Those opening first are : Kerry Robinson Chloe Jones Kate Caffell Claire Williams Sonia ... URL
O O O O O O O O O	@USER @USER including pregnant ladies having problems sleeping ?
O O O O	@USER thank you 😘
O O O O O O O O	BOLD AF 😂 😂 😂 im dying URL
O O O O O O O O O	I'm in bed comfortable and I'm hungry like WHY
O O O O O O	living in a daze . 😞
O O O O	exactly ! ! URL
O O O O O O O O	Somebody come rub my scalp . ☺ ️
O O O O O O O O O O O O O O O O O O O O O O O	I am so thankful that I only have to experience summer through the first half of my pregnancy . These Texas ... URL
O O O O O O O O O O O O O O O O O O	@USER it's from a guy who posted it on a sale site on Facebook Gainsborough Market Street group
O O O O O O O O O O	I'm 23 weeks and 2 days 💚 ❤ 👶 🏾
O O O	⚓ ️ URL
O O O O O O O O O O O O	It needs to be 4:30 already so Brock can be home ..
O O O O O O O O O O O O O O O O O O O O O O O O O	@USER @USER only thing he gives your ratchet ass is black eyes . So how bout your shit your damn mouth and quit actin hard
O O O O O O O	@USER how far along are you ?
O O O O O O O O O O O O O O	How rude ! And I am pretty sure we are still here ;-) URL
O O O O O O O O O O O O O O	I'm pregnant and almost went into labor watching this 🙃 🙃 🙃 thanks URL
O O O O	@USER 😜 👸 🏽
O O O O O O O O	I posted a new photo to Facebook URL
O O O O	@USER @USER @USER URL
O O O O O O O O	My moms making my favorite dish tonight 😊
O O O O O O O	@USER 👏 🏼 👏 🏼 👏 🏼
O O O O O O O O O O O O	' but I ended up eating del taco 😋 😍 # PregnancyProblems
O O O O O O O O	Once i lose feeling they don't come back
O O O O	Yes 😍 😩 URL
O O	@USER @USER
O O O O O	I have to 🙄 URL
O O O O O O O O O O	Social media : who knows Texts : lil bit URL
O O O O O O O O O O O O O O O O O O O O O O O O O O O	Nay gets a new Barbie . Takes al of her clothes off of her because it's bedtime and let's daddy know that barbies name is Suga ...
O O O O	@USER love youu 😚
O O O O O O O O O O O O O O O O O	Final grades posted and I only got one A . Hahahaha ... 😭 😭 😭 # Blife
O O O O O O O O O O O O O O	It's too late to make it right and I probably wouldn't if I could
O O O O O O O O O O O O	I always feel super adult when I get an oil change .
O O O O O O O O O	Go Back To The Spot Tonight , Well Damn
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Kade makes me so happy he's really doing everything and anything for me and our baby girl 😭 ❣ ️ for US for our little family 👨 ‍ 👩 ‍ 👧
O O O O	@USER disappointed in you
O O O O O O O	I have wants and needs ! !
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Whoever said eating an apple will fill you up ... one of the biggest lies I have ever heard . I'm starving ! Bring on the latte and scone !
O O O O O O O O O O O O O O	When English people say ' mom ' loser it's ' mum ' ! !
O O O O O O O O O	Tonight we celebrate our amazing day with burritos .
O O O O O	This bitch got 23 carots
O O O O O O O O O O O O O O O O	... watch who you call your friend . this is bs . so sad . URL
O O O O O O O O O	whos the ugliest person you know — U URL
O O O O O O O O O O O	Sabel is so protective over me I swear 😭 ❤ ❤
O O O O O O O O	Yay got the job . 😄 👍 🙊
O O O O O O O O O O O O O O O O	This heart burn tho < < < this little boy better come out with hair 😣
O O O O O O	@USER thank you ! ❤ ️
O O O O O O O O O	Looking for the motivation to learn to drive .
O O O O O O O O O O O O O O O O O O O O O O O O O	Especially when there's crimes in our neighborhoods that needs to be addressed . Senseless crimes need to be stopped all together ( cont . )
O O O O O O O	@USER high ass 😉 😂 😎 💨
O O O O O O	Stripes x Denim # ootd URL
O O O O O O	I want some pineapples now 😩
O O O O O O O O O	Man I need a job to support my family
O O O O O O O O	My appointment tomar check on my young 👶
O O O O O O O O O O O	@USER thank you boo 😭 💕 I'll text you rn !
O O O O	going back to sleep
O O O O O O O O O O O O O O O O O	So ready to go back to work I got money to make & things to do 💯
O O O O	I'm chillinnnn 😎 😴
O O O O O O O O O O O O O O O O O	i know im prego and all but laying in bed alone on nye is not the move
O O O O O O O O	I posted a new photo to Facebook URL
O O O O O O O	@USER @USER @USER yuuuummmmmm ! ! !
O O O O O O O O	when you happy shit don't even matter 🙂
O O O O O	@USER Mhm Bet You Are
O O O O O O O O O O	@USER your only missing foreign films ... totally ok .
O O O O O O O O O O O O O O O O	No way ... She is not that big now 😩 😩 😩 oh my god URL
O O O O O O O O O O O O O O O O	Currently on URL ( link in bio ): a fringe sweater and strappy sandals … URL
O O O O O O O O O O O O O O O O O O O O O O	So , what's the difference between @USER ' s @USER and @USER ? Besides that we STILL WAIT for more Invisbilia .
O O O O O O O O O O O	He always will have a place In my heart ❤ ️
O O O O O O O O O O O O O O O O O O O O O O O	The Twins are doing perfectly ! ! Heartbeats at 160 and 164 <3 I will post pics later - Happy Summer Solstice <3
O O O O O O O O O O O O O O O	People don't change . If someone's broken , they just stay broken . # NewGirl
O O O O O O O O O O O O O O O O O O O O O	The question is not why am I awake but why am I awake watching a documentary about Auschwitz . # Questions
O O O O O O O O O O O O O	@USER no , i don't . no-one owned those baby rabbits either !
O O O O O O O O	I can't wait to see my pretty baby
O O O O O O O O O O O O	I GOT MY LEG PICKED UP AND LORD 😍 😍 😍 URL
O O O O O O O O O O O O O O O O O O O O O O O O O	Alex Ross predicted this :@ DCComics : Justice League # 12 Superman and Wonder Woman as new power couple . Find out more : URL
O O O O O	@USER we will tomorrow ❤
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@USER I'll try 🤔 😂 my fat ass can't even sit in a chair without having shortness of breath 😂 😂 😂 everything's about to be a wrap
O O O O O O O O O O O O O O O O O O O O O O O O	It's only 10:30 in the morning but I promise I could probably eat a whole pizza by myself right now . 🍕 🍕 🍕
O O O O O O O O O O O O O O O O O	Post workout snack because my life is all about balance , you guys . # pregnancy URL
O O O O O O O O O O O O O O O O	Texting Someone & & Realizing How Much Youd Love To Steal Them Off One Good Time
O O O O O O O O O O O O O O O O O O O O	Doctor said I could go into labor any time after these next two weeks .. What 😳 seems unreal .
O O O O O	@USER Já estou chegando lá
O O O O O O O O O O O O O O O O	It's my birthday ! Thank you God for allowing me another year of life . URL
O O O O O O O	@USER never . Gives me a headache
O O O O O O O O O O O O O O O O O O	😂 bitches quick to say they bitches but they always talking about they bitches let not 💯 👌
O O O O O O O	I've always been jealous of Rory Gilmore
O O O O O O O O O O O O O	Tired of being emotional on top of already being a Gemini . 😞
O O O O O O O O O O O O O O	I just want a massage and to be held and be fed and sleep
O O O O O O O O O O O O	@USER if you cry I'll punch you for being a little bitch
O O O O O	@USER ugh , pants .
O O O O	I blame myself tbh
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	after a nice day ( had a scan and then went pushchair shopping ! ) i am going to bed with my kindle and a ham & cheese sandwich . WIN !
O O O O O O O O O O O O O O O O O O O O O O O O O O O	Don't ever expect me to praise my mom when you don't know what she's put me through and how she treats me . Seriously fuck off .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Every time I show grandma a picture of someone she always feels the need to zoom in so far to where you can almost see their pores 😂 😂 😂
O O O O O	@USER my exact plan .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Sometimes when I can't sleep I reply to texts at random times . I assume if people don't leave their phone on silent it's their own fault .
O O O O O O O O O	i don't know what the fuck he thought 😂
O O O O O O O O O O O O O O O O	Our new Tiger Floral Dangles . Different flowers to choose from ! Available at URL URL
O O O O O O O O O O O O	One that be bout that action , let that banga blow .
O O O O O O O O O O	Never like to start all over wit a new person
O O O O O O O O O O O	@USER whattt ? ! ? ! Don't forget about me !
O O O O O O O O O O O O O O O O O O O O	Shopped at Walmart , Costco and Stater Bros today . Suppose now I should figure out what's for dinner .
O O O O O O O O O	Don't argue with nobody anymore ... # growth 😇
O O O O O O O O O O O O	@USER I just don't understand why my friends are so reckless 😂
O O O O O O O O O O O O O O O O O O O O O O	I've always had a job even worked my whole pregnancy until now . But it's what's best for my baby girl .
O O O O O O	It got sooooo cold 😩 💜
O O O O O O O O O O O O O	@USER Lol Don't , If He's There Today I'll Sit With Him Lbvs
O O O O O O O O O O O O O O O O O O O O O	Happy Father's Day to my man who I know gone be the best papi or he WILL get shot ☺ ️
O O O O O O O O O O O O O O O O O	Lilianna was kicking me all night , crazy I can actually feel her little feet now 👣
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@USER : * while sleeping * I'm a robot . I have no stomach . Me : What ? * wakes him up * Him : Sorry , I was dreaming about Black Ops .
O O O O O O O O O	Might get the iPhone 6 😳 fingers crossed .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@USER I couldn't believe it . Not to mention we need to boil water everyday now to make saline ... epic fail . I might need the paste ! !
O O O O O O	@USER Where are you going ?
O O O O O O O O	@USER That's pretty sweet . Good luck !
O O O O O O O O O O	Mall of America . Needs to be a trip .
O O O O O O	Im scared ugh plz dont start
O O O O O O O O O O O O O O O O O O O O O O O	@USER @USER I'm not sure what law this is but on numerous occasions Matt and I have done this at different establishments .
O O O O O O O O O O O O O O	@USER bitch I said I would send u pics and vids of the BABY
O O O O O O	@USER it hurt so bad 😭
O O O O O O O O O O O O O O O O O	It's okay baby girl I'm here I gotchu you . Love you so much 😍 💕 URL
O O O O O O O O O O	I have no clue what's going on in pll 😒
O O O O O O O O O O O O	I need a vacation away from everything just me and nature .
O O O O O O O O O O O O O O O O O O O O O	Shoot me I do not want to get a two hour ultra sound done this early when I barely slept 😭
O O O O O O	😭 my feet ! ! URL
O O O O	@USER thank you 😘
O O O O O O	thirty two weeks URL on @USER
O O O O O O O O O O O O O O O O	Fuck it I'm tired of trying to make time for us & i never get it
O O O O O O O O O O	Banks Co already cancelled school for tomorrow ... Tf ?
O O O O	I Want Something Sweet
O O	kinda cba
O O O O O O O O	@USER Those are the best kind ❤ ️
O O O O O O O O O O O O O O O O O O O O	You would think the days would fly by with me sleeping until one everyday , but nope . # stilldraggin
O O O O O O O O O O O O O O O O O	Spending so much $ on our car today . It better purr like a kitten now .
O O O	# RAOKearthsbest !
O O O O O O O O O O O O O O O O O O O O	@USER @USER thank you ! My photography and styling was put to the test ! Glad you like it 💕
O O O O O O O	@USER I Can't Wait ! ! 😁
O O O O O O O O O O O O O O O O O	Can't remember the last time I actually slept good & didn't wake up throughout the night 😖
O O O O O	6 weeks 3 days 💙
O O O O	so damn sleepy 😿
O O O O O O O O O O O O O O O O O O O O O O O O O O O	It's not going to be pretty when our babysitter @USER wakes up and learns that @USER is no longer coming to Bite of Las Vegas . 😥
O O O O O O O O O	Finished baby shower shopping . I'm so excited !
O O O O	@USER super gross .
O O O O O O O O O O O O O O O O O O O O O O O O O	My favorite part of my Me Day ... most women like to shop for clothes ... I like grocery shopping . It's so ... URL
O O O O O O O O O O O O O O O O	These fucking crack heads n da lou always trying to sing & dance for some shit
O O O O O O O O O O O O O	Ain't no way In hell i can let me friend get beat up
O O O O O O O O O O	one person followed me / / automatically checked by URL
O O O O O O O O O O O O O O O O O	. @USER - I'm not calling you fat but you look a lot bigger . # pregnancy
O O O O O O O O O O O O O O O	Worldwide Advocates in Women's Health Unite to Raise Awareness for Endometriosis - the ... URL
O O O O O	@USER thank you 😘 😘
O O O O O O O O O O O O O O	@USER ill dog on it until it gets put in the drama category .
O O O O O O O O O O	Pizza and Netflix until baby gets home . ☺ ️
O O O O O O O O O O O O O O O O O O	My meeting was canceled and @USER has my lil man till noon . # MeTime 👍 👍 👍
O O O O O O O O O O	Aw yay , didn't have any morning sickness today :-)
O O O O O O O	Take me back to Friday .. URL
O O O O O O O	My stomach is not okay rn .
O O O O O O O O	A little Valentine's Day inspiration :) URL URL
O O O O O O O O O O	@USER @USER lmao I love you audrey ! 😂 😂
O O O O O O O O	@USER ain't shit donor is more like it
O O O O O O O O O O O O O O O O O O O O O	@USER my mother will be there and so will his , so hopefully we won't have to do much talking .
O O O O	@USER hahaha yes !
O O O O	@USER Haha Fr Tho
O	💔
O O O O O O O O O O O O	For this child , we have prayed . 👶 🏼 👣 URL
O O O O O	I feel sick is shit
O O O O O	@USER Why thank u 😛
O O O O O O O O O O O O O	@USER no I'm at home very boring , come over if u want
O O O O O O O O O O O O	Omg does McDonald's have their shamrock shakes out ? ! 😍 🍀
O O O O O O O O O O O O O O O O O O O	i will continue to be amazed at how my bf deals w / my psycho ass ! ! 😬
O O O O O O O O O O O O O	@USER definitely not ! ! It makes me want to puke ! Bleckk
O O O O O	@USER I'm jealous ☹ ️️
O O O O O O O O O O O O O O	Some Advice after Short Term Disability ( Vlog 8/ 24/16 ): URL via @USER
O O O O O O O O	I can feel my baby moving ! 💙
O O O O O O O O O O O	damn . my feeling woulda been hurt too haha . URL
O O O O O O O O O O O O O	# NowPlaying What's My Age Again ? by blink - 182 ♫ URL
O O O O O O O	she does its so crazy 😭 URL
O O O O O O O O O	If funny cuz the bitch tried to be slick
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	@USER Kevin . I literally thought this was you acting like you were coming out lmao lmao I didn't realize it rhymed and was a rap 😂 😂 😂
O O O O O O O O O O O	@USER I really do miss you sm it hurts my heart
O O O O O O	haha & again 💛 @USER URL
O O O O O O O O O O O O O O O O O O O	@USER don't bring up my fucking kid , I ain't the type to fight but I'll fuck you up
O O O O O O O	@USER @USER @USER Muchas gracias ❣ ️
O O O O O O O O	@USER My nephew would love one of these
O	URL
O O O O O O O O O O O	@USER 😩 😩 😩 omg the baby be here In 13days
O O O	Dippin dots 😍
O O O O O	@USER be careful 😘 😘
O O O O O O O O O O O O O O O O O O O O O	Effe ! ! ! Didn't want them to tie up this game . Let's go HABS ! ! ! # gohabsgo
O O O O O O O O O O O O O	My phone is full of unsaved numbers .. 🤷 🏽 ‍ ♀ ️
O O O O O O O O O O O	so glad i got a screen protector on my iPhone 😊
O O O O	😂 😂 😂 URL
O O O O O O O O O O O O O O O O O O O O	It just got serious . 2015 will require some extra sweat equity but my goals will be accomplished ! URL
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	I love holidays . I love weekends in holidays even more . Even more so now I'm a stay-at-home mom cause I celebrate skool holidays too ! 😊
O O O O O O O O O O O O	headache . bad skin . bad hair . this is winter .
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	0hYAH0hhhhYESZ 13 dayz Til # MATANGI drops ! omgsh 😁 😍 😜 😝 😎 😷 👳 😑 🙋 # mia # maya # yala # kala # arular # miauniverse URL
O O O O O O O O O O O O O	It's hard to answer the question what's wrong ? when nothing's right ..
O O O O O O O O O	I AM ABOUT TO GO CRAZY IN THIS HOSPITAL
O O O O O O O O O O O O O O O O O O O O O O O O O	This dude sits in his garage ( with it open ) and plays music while beating the drums it's so annoying and he fucking sucks
O O O O O O O O O O O O O O O O O O O O O O O	This lil boy done knocked on the door and finessed me and my mama outta 20 $ .. he was a sweetheart tho
O O O O O O O O O	Hot chocolate is the best on a cold day
O O O O	My life 🙄 URL
O O O O O O O	I have a picslip up ☺ ️
O O O O	@USER i'm gonna cry
O O O	@USER 😍 😘
O O O O O O O O O O O O O O O O O O O O O O O O O	Upset I missed the first few mins of love & hip hop . My TL is MADD at these ladies for not havin a 💍
O O O O O O O	4 days until due date 🤰 🏻
O O O O O O O	We used to be inseparable URL URL
O O O O O O O O O O O O O O O O O O O O O	When yr husband wakes up less than 5 minutes after you decide to turn on the light and read : URL
O O O O O O O O O O O O O O O O O	Dead . 💀 tired of work but I am doing it all for my baby girl .
O O O O	@USER I love you
O O O O O O O O O O O O	In About 6 Weeks My Bugs Will Be Here ☺ ️ 😊
O O O O O O O O O O O O O O	Happy birthday , Gracie Lou ! We love you ! # tbt @USER URL
O O O O O O O O O O O O O O O O O O O O O O O O O O O	Words can't express how much this means to me ! When I first met Mr . Thomas Felder in Las Vegas I asked him what ... URL
O O O	@USER 😘 😘
O O O O O O O O O O	@USER @USER oh I didn't know that was why ...
O O O O O O O O O O O O O O O O O O O	Oooo I hope Dawson hate you 😒 😒 😒 ✋ hope he pisses all over you ! ! !
O O O O O O O O O	I'm so hungry & Lilly won't stop kicking 😤
O O O O O O O O O O O O O O O O O O O	Kade used to be scared to grab melo and now he picks him up just like nothing 😂 💜
O O O O O O O O O O O O O O O O O O	When you have so much baby shower decorations , you have to get a UHAUL 🙆 🏻 😂
O O O O O O O O O	@USER my automobile is a piece of CRAP .
O O O O	@USER @USER ommm 😤
O O O O O O O O O O	I hope that doesn't mean August will be a crybaby
O O O O O O O O O O O O O O O O O O O	A glimpse at what's coming to URL tomorrow 👀 P . S . My watch is from … URL
O O	@USER Waterproof
O O O O O	I'm so annoyed lmao wtf
O O O O	I miss @USER 😩
O O O O O O O	When you realize shit was never real
O O O O O O O O	Wanna go home to my babyyyyyy 😫 😫
O O O O O O O O O O O O O O O O O O O O O O O O O	@USER thanks ! I'll check out those recos ! You're doing an awesome job ! One of each actually 👶 🏽 👶 🏼 💙 💗
O O O O O O O O O O O O O O O	He's a smart man , I must say 🤘 🏽 😂 😂 😭 😭 URL
O O O O O O O O O O O O O O O O O O O	Nothing stranger then family treat your friends like family but treat certain members of the family like strangers .
O O O O	Yes 😩 😍 URL
O O O O O O O O O O O O O O O O O O	As soon as I get comfortable enough to sleep peacefully . I have to use the bathroom .
O O O O O O O O O O O O O O O O O O O O O O O	falling asleep next to your bestfriend and boyfriend all in one is the most perfect , safest place to be . 💕 URL
O O O O O O O O O O O O O O	on the blog # flowercrown advice URL photo by : @USER # weddingblog URL
O O O O O O O O O	At least my skin looks good i guess URL
O O O O O O O O O O O O O	My phone on 6 % where is my charger I hate this shit
O O O O O O O O O O	29 Weeks Pregnant : Information & Tips - BabyGaga URL
O O	Bruce URL
O O O O O O O O O O O O O O	@USER Oh these sound so lovely ! Would love to win and try them
O O O O O O	Ain't nobody taking my baby 😌
O O O O O O O O O O	@USER I'm gone hit you when I see you !
O O O O O O O O O O O O O O O O O O O O O O O	Got my issue of Allergic Living today and there's a really good piece about what to do when allergy stress becomes … URL
O O O	@USER Same 😭
O O O O O O	@USER I'll bring yall some peanuts
O O O O O O O O O O O O O O O O O	Working all weekend . Which means movie nights with the family instead of going out . 😒
O O O O O O O O O O O O	Exactly 3 years ago today ! ( via @USER ) URL URL
O O O O O O O O O O O O O O O O O O	@USER I hope baby 2 has a big head with big blue eyes just like his brother .
O O O O O O O O	Taco Bell really does sound amazing right now
O O O O O O	This boy . # calvinwilliam URL
O O O O O O	I hate findin shit like this
O O O O O O O O O O O	# Blogged : talking about my vest friend ---> URL URL
O O O O O O O O O O O O O O O O O O O O	“ @USER : THERE FOUR BAGELS LOOSE IN MY NEIGHBORHOOD AND I'VE NEVER BEEN HAPPIER URL ” 😂 😂 😂
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Ummm stephan needs to get a little crafty , I want him to build the baby a custom book shelf because reading is going to be an everyday thing
O O O O O	@USER & say what ?
O O O O O O O O O O O O O O O O O O O O O O O O O O	Looking up night hikes to go on tonight & getting completely off topic because theres so many cool other places to visit ! * hearteyes *
O O O O O O O O O O O O O O	Happy Birthday to this stud I'm proud to call mine ! xo URL URL
O O O O O O O O O O O O O O O O	I have a billion pics of jaylen I'm about to make him a scrap book .
O O O O O O O O O O O O O O	My boyfriend wants to take my pregnant ass to the sxsw takeover 😂 😩
O O O O O O O O	I posted a new photo to Facebook URL
O O O O O O O O O O O O	@USER aww - he can sing along with this one ! URL
O O O O O O O O O O	Thoughts on face mist's / sprays ? # beautychat URL
O O O O O O	@USER hahaha I know 😂 😂
O O O O O O O O	freshly picked for baby ! URL on @USER
O O O O O O O O O O	Basically my reaction to Indiana going for Trump ... URL
O O O O O O O O O O O O O O O O O O O O O O O O	@USER lovely ! from what i can gather # teampheasant is currently myself and @USER - i * think * :) thank you :)
O O O O O O O O O O O O O O O O O O O O O O O O	3cm down , 7 to go .. and some terrible contractions to go with it . Hoping for a baby today ! # pleaseandthanks
O O O O	AF ! ! URL
O O O	@USER Pooda 😍
O O O O O O O	This is why you're my favorite URL
O O O	@USER I'm sleep
O O O O O O O O O	My life's stupid ... And I'm tired of stupidty
O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Cleaned all the bathrooms . But over did the bleach . Pregnancy has made me OCD . Anywho shoulda showered it off . Now the bleach is itchy
O O O O O O O O O O	So glad we are near end of bikini season 🙌
O O O	OHIO STATE BABY
O O O O O O O	Hate waking up out my sleep 😤
O O O O O O O O O O O O O O O O O O O O	@USER it's okay . I am just being responsible because I could but I know it's not right . 👍
O O O O O O	put you first . ❤ ️
O O O O O O O O O O O O O O O O O O O	Watching old Family Feud and Richard Dawson just took the stage with no corsage . MADNESS ! # MomLife
O O O O O O O	Lol my mama just be lieing lol
O O O O O O	i miss my gauges :( URL
O O O O O	Macaroni Grill with mom 🎀
O O O O O O O	@USER some secret code bullshit . 😭
O O O O O O O O O O O O O O O O O O O	I hate having a little sister . She's always taking my shit after I tell her not to .
O O O O O O O O O O O O O O O O O O O O O O O O	Don't forget you have till 2/14 to get 15 % off your entire order when you use the code : VALENTINE at … URL
O O O O O O O O O O	I'm at 200 Degrees Coffee - @USER in Nottingham URL
O O O O O O O O O O O	Changing my number mfs keep playing on my phone tf !
O O O O O O O O O O O O O O O O O	I'm Sad So What Do I Do , Go Buy A Bunch Of Food .. # TruFatAss
O O O O O O O O O O	My tummy on fire 😫 😫 😫 😢 😥 😪
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Has anyone else gone through something like this ? I have no idea what to do , I'm so mad and heartbroken that they would act like this .
O O O O O O O O O O O O O O O O O O O O O O O	These statues are apart of history . 10 years ago this didn't even matter . I swear this country is so stupid .
O O O O O O O O O O O O O O O O O O	Here's the thing : I'm not coming to Waffle House at 4 a . m . # overheardintheelevator
O O O O O O O O O O O O O O O O O O O O O	@USER oh I've been there . I feel ya hun . Best of luck . Rooting for ya ! ! !
O	Lol
O O O O O O	@USER @USER What's the topic ?
O O O O O O O O O O O O O O O O O O O O O O O O O	Just downloaded the new @USER album on Apple Music . It will be ready to roll for some Saturday listening . # drake # views
O O O O O O O O O O O O O O O O O O O O O O O O O O	Today on the blog , I'm telling the story of how I realized my great grandparents had lied about being married . I al … URL
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	You Can Cry , Let It All Out . But Make Sure Your Eyes Are Wiped & & Nobody Sees You Hurting . People Will Use It To Their Advantages . RS
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	I don't know this PK guy because I only 15 % follow hockey , but losing Shea is SO SAD to us 15 - percenters . # RIPNameIKnew # preds
O O O O O O O O O O O O O O O O O O O O O O O	I've been super emotional here lately so Keat cooked me my favorite meal tonight . Love my man more than anything ❤ ️
O O O O O O O O O O O O O O	If you get out of Dayton , Ohio then you're making it man .
O O O O O O O O	I am so uncomfortable I can't stand it
O O O O O O O O O	@USER everything's good getting by thanks for asking 😘
O O O O O O O O O	Lady gaga should be interesting next week ! 💭
O O O O O O O	Mad my videos taking forever to load
O O O O O O O O O O O O O O O O O O	I may be young but I'm readyyyyy . To leave this training but it's all love 🎵 🎶
